From phewett@ast.cam.ac.uk Thu May  7 16:09:18 1998
Date: Wed, 7 Jul 93 12:03 BST
From: Paul Hewett <phewett@ast.cam.ac.uk>
To: sjm@ast.cam.ac.uk
Subject: All things come to those who wait!

Steve, I don't usually forget but I am rather slow! This is
the transmission for the IIIaJ emulsion plus 2mm of GG395.
It was derived by taking a set of fluxed spectra and
empirically determining the transformation between flux
and the intensity on the plate. The airmass was taken into
account and a GG395 (2mm thick) transmission (from
manufacturers data) incorporated. This data set has been
interpolated onto a much finer scale.

It should be not bad but it does come from one plate only and
there will be variations from plate to plate. 

If someone wants to use it I suggest they quote
Hewett and Warren, private communication.

cheers

Paul


  B_J 2mm 

  3585.0     0.000
  3595.0     0.001
  3605.0     0.002
  3615.0     0.002
  3625.0     0.003
  3635.0     0.004
  3645.0     0.008
  3655.0     0.011
  3665.0     0.015
  3675.0     0.018
  3685.0     0.022
  3695.0     0.033
  3705.0     0.043
  3715.0     0.054
  3725.0     0.064
  3735.0     0.075
  3745.0     0.090
  3755.0     0.105
  3765.0     0.119
  3775.0     0.134
  3785.0     0.149
  3795.0     0.176
  3805.0     0.202
  3815.0     0.229
  3825.0     0.255
  3835.0     0.282
  3845.0     0.309
  3855.0     0.336
  3865.0     0.362
  3875.0     0.389
  3885.0     0.416
  3895.0     0.436
  3905.0     0.456
  3915.0     0.476
  3925.0     0.496
  3935.0     0.516
  3945.0     0.533
  3955.0     0.549
  3965.0     0.566
  3975.0     0.582
  3985.0     0.599
  3995.0     0.617
  4005.0     0.634
  4015.0     0.652
  4025.0     0.669
  4035.0     0.687
  4045.0     0.693
  4055.0     0.699
  4065.0     0.705
  4075.0     0.711
  4085.0     0.717
  4095.0     0.717
  4105.0     0.718
  4115.0     0.718
  4125.0     0.719
  4135.0     0.719
  4145.0     0.718
  4155.0     0.717
  4165.0     0.717
  4175.0     0.716
  4185.0     0.715
  4195.0     0.716
  4205.0     0.717
  4215.0     0.718
  4225.0     0.719
  4235.0     0.720
  4245.0     0.719
  4255.0     0.718
  4265.0     0.716
  4275.0     0.715
  4285.0     0.714
  4295.0     0.709
  4305.0     0.703
  4315.0     0.698
  4325.0     0.692
  4335.0     0.687
  4345.0     0.684
  4355.0     0.681
  4365.0     0.679
  4375.0     0.676
  4385.0     0.673
  4395.0     0.674
  4405.0     0.675
  4415.0     0.675
  4425.0     0.676
  4435.0     0.677
  4445.0     0.678
  4455.0     0.678
  4465.0     0.679
  4475.0     0.679
  4485.0     0.680
  4495.0     0.673
  4505.0     0.666
  4515.0     0.660
  4525.0     0.653
  4535.0     0.646
  4545.0     0.650
  4555.0     0.654
  4565.0     0.658
  4575.0     0.662
  4585.0     0.666
  4595.0     0.666
  4605.0     0.666
  4615.0     0.667
  4625.0     0.667
  4635.0     0.667
  4645.0     0.680
  4655.0     0.693
  4665.0     0.705
  4675.0     0.718
  4685.0     0.731
  4695.0     0.734
  4705.0     0.737
  4715.0     0.740
  4725.0     0.743
  4735.0     0.746
  4745.0     0.748
  4755.0     0.750
  4765.0     0.751
  4775.0     0.753
  4785.0     0.755
  4795.0     0.755
  4805.0     0.755
  4815.0     0.755
  4825.0     0.755
  4835.0     0.755
  4845.0     0.755
  4855.0     0.755
  4865.0     0.756
  4875.0     0.756
  4885.0     0.756
  4895.0     0.755
  4905.0     0.753
  4915.0     0.752
  4925.0     0.750
  4935.0     0.749
  4945.0     0.754
  4955.0     0.760
  4965.0     0.765
  4975.0     0.771
  4985.0     0.776
  4995.0     0.780
  5005.0     0.783
  5015.0     0.787
  5025.0     0.790
  5035.0     0.794
  5045.0     0.805
  5055.0     0.815
  5065.0     0.826
  5075.0     0.836
  5085.0     0.847
  5095.0     0.864
  5105.0     0.881
  5115.0     0.897
  5125.0     0.914
  5135.0     0.931
  5145.0     0.943
  5155.0     0.955
  5165.0     0.967
  5175.0     0.979
  5185.0     0.991
  5195.0     0.989
  5205.0     0.988
  5215.0     0.986
  5225.0     0.985
  5235.0     0.983
  5245.0     0.955
  5255.0     0.927
  5265.0     0.899
  5275.0     0.871
  5285.0     0.843
  5295.0     0.807
  5305.0     0.770
  5315.0     0.734
  5325.0     0.697
  5335.0     0.661
  5345.0     0.627
  5355.0     0.593
  5365.0     0.558
  5375.0     0.524
  5385.0     0.490
  5395.0     0.456
  5405.0     0.421
  5415.0     0.387
  5425.0     0.352
  5435.0     0.318
  5445.0     0.281
  5455.0     0.244
  5465.0     0.207
  5475.0     0.170
  5485.0     0.133
  5495.0     0.109
  5505.0     0.084
  5515.0     0.060
  5525.0     0.035
  5535.0     0.011
  5545.0     0.009
  5555.0     0.007
  5565.0     0.004
  5575.0     0.002
  5585.0     0.000

