12 36 16.67 +62 13 10.5 23.34 0.437  1 E  Cal
12 36 18.16 +62 12 57.6 23.54 0.473  1 E  Cal
12 36 21.69 +62 12 18.2 23.32 1.008  1 E  Cal
12 36 22.86 +62 11 18.4 23.78 0.895  5 E  Cal
12 36 22.85 +62 14 51.3 23.50 0.652  1 E  Cal
12 36 23.98 +62 11 21.6 23.53 0.842  4 E  Cal
12 36 25.14 +62 12 27.5 23.63 1.091  3 A  Cal
12 36 25.97 +62 12 37.6 23.63 0.437  1 EI Cal
12 36 27.50 +62 10 26.0 23.43 0.763  3 I  Cal
12 36 29.75 +62 12 00.3 23.16 1.016  1 EI Cal
12 36 29.82 +62 11 53.4 23.17 0.529  1 E  Cal
12 36 33.23 +62 10 49.9 23.34 1.006  1 E  Cal
12 36 36.69 +62 11 11.3 23.24 0.846  1 E  Cal
12 36 37.07 +62 16 15.1 23.56 0.852  1 E  Cal
12 36 37.72 +62 09 45.8 23.39 0.513  1 E  Cal
12 36 38.60 +62 12 53.3 23.41 0.960  5 E  Cal
12 36 39.47 +62 10 16.0 23.33 0.485  1 E  Cal
12 36 41.42 +62 10 51.2 23.38 0.937  1 E  Cal
12 36 42.34 +62 16 22.3 23.34 0.855  1 E  Cal
12 36 42.84 +62 14 12.1 23.43 0.586  1 E  Cal
12 36 43.24 +62 13 32.5 23.43 0.905  4 E  Cal
12 36 44.42 +62 10 52.8 23.50 0.937  1 E  Cal
12 36 45.24 +62 11 08.7 23.41 0.513  1 EI Cal
12 36 46.56 +62 10 49.1 23.70 0.945  1 I  AS
12 36 48.57 +62 10 48.8 23.39 0.940  5 E  Cal
12 36 49.75 +62 11 06.7 23.37 1.018  3 E  Cal
12 36 50.52 +62 15 24.0 23.80 0.321  1 E  Cal
12 36 52.03 +62 10 59.1 23.67 0.955  5 E  Cal
12 36 52.24 +62 09 57.6 23.07 0.750  1 E  Cal
12 36 53.36 +62 10 25.8 23.20 0.973  4 E  Cal
12 36 56.03 +62 10 20.7 23.64 0.938  1 E  Cal
12 36 56.84 +62 10 02.0 23.51 0.000  1 M  Cal
12 36 57.07 +62 15 11.2 23.50 0.849  1 EI Cal
12 36 57.30 +62 10 26.1 23.29 0.847  5 E  Cal
12 36 57.70 +62 10 40.9 23.24 1.416  3 A  Cal
12 36 58.52 +62 15 53.3 23.55 0.457  1 E  Cal
12 36 59.83 +62 09 47.9 23.04 0.679  1 E  Cal
12 37 00.16 +62 16 15.1 22.83 0.914  1 E  Cal
12 37 00.42 +62 10 01.6 23.26 0.791  5 E  Cal
12 37 00.77 +62 11 33.7 23.27 0.305  1 E  Cal
12 37 00.90 +62 10 28.4 22.27 0.563  1 EI Cal
12 37 01.11 +62 14 26.0 23.41 0.901  4 E  Cal
12 37 02.24 +62 10 33.0 23.46 0.276  1 E  Cal
12 37 02.53 +62 11 05.3 23.43 1.014  1 E  Cal
12 37 04.25 +62 09 59.7 22.59 0.322  1 E  Cal
12 37 04.27 +62 10 29.9 23.23 0.411  1 E  Cal
12 37 06.04 +62 13 40.4 23.25 0.672  5 E  Cal
12 37 06.33 +62 10 57.4 23.66 0.906  1 E  Cal
12 37 06.83 +62 10 06.6 22.89 0.938  4 E  Cal
12 37 09.64 +62 11 19.4 23.76 1.176  1 E  Cal
12 37 10.54 +62 11 16.3 23.60 0.841  5 E  Cal
12 37 11.14 +62 12 57.0 23.20 0.484  1 E  Cal
12 37 12.15 +62 11 44.2 23.10 0.909  4 E  Cal
