12 36 16.67 +62 13 10.5 35.68 2.27 -0.34  1.09 35.54  9162 35.60
12 36 18.16 +62 12 57.6 35.67 1.82  0.93  0.50 35.46  5281 35.51
12 36 21.69 +62 12 18.2 36.60 1.61  0.96  1.73 36.61  6873 36.61
12 36 22.86 +62 11 18.4 36.24 1.76  1.17  1.71 36.22  6255 36.29
12 36 22.85 +62 14 51.3 36.01 2.12  0.77  1.60 35.91  6143 35.97
12 36 23.98 +62 11 21.6 36.18 0.73  0.92  0.57 36.15  6708 36.25
12 36 25.14 +62 12 27.5 36.50 2.18 -0.13  2.41 36.59 13001 36.59
12 36 25.97 +62 12 37.6 35.37 1.39  0.77  1.02 35.29  6372 35.43
12 36 27.50 +62 10 26.0 36.19 4.16  1.53  4.16 36.18  5732 36.26
12 36 29.75 +62 12 00.3 36.53 0.08  0.89  0.18 36.56  6927 36.56
12 36 29.82 +62 11 53.4 35.74 0.79  0.66  0.38 35.67  6915 35.82
12 36 33.23 +62 10 49.9 36.58 1.30  1.19  1.66 36.64  6421 36.64
12 36 36.69 +62 11 11.3 36.31 0.92  0.61  0.87 36.32  8018 36.44
12 36 37.07 +62 16 15.1 36.22 1.33  1.22  1.33 36.21  6107 36.31
12 36 37.72 +62 09 45.8 35.85 2.40 -0.40  0.40 35.58  8350 35.73
12 36 38.60 +62 12 53.3 36.34 1.42 -0.26  1.17 36.37 12158 36.37
12 36 39.47 +62 10 16.0 35.75 2.30 -0.02  0.66 35.53  6753 35.64
12 36 41.42 +62 10 51.2 36.47 2.32  1.60  2.32 36.45  5699 36.64
12 36 42.34 +62 16 22.3 36.43 3.38  0.82  3.38 36.45  7613 36.52
12 36 43.24 +62 13 32.5 36.29 0.66  1.29  0.58 36.27  6278 36.40
12 36 44.42 +62 10 52.8 36.31 0.86  0.60  0.84 36.32  8136 36.40
12 36 45.24 +62 11 08.7 35.56 0.03 -0.22 -0.17 35.61 10293 35.76
12 36 46.56 +62 10 49.1 36.48 2.83  2.59  2.82 36.38  4616 36.59
12 36 49.75 +62 11 06.7 36.56 0.56  1.10  0.49 36.55  5826 36.55
12 36 52.03 +62 10 59.1 36.33 1.09  1.24  1.69 36.46  6679 36.46
12 36 52.24 +62 09 57.6 36.31 2.46  1.47  2.48 36.31  5119 36.31
12 36 53.36 +62 10 25.8 36.54 0.94  0.84  1.19 36.60  7075 36.60
12 36 56.03 +62 10 20.7 36.30 1.13  1.27  1.13 36.28  6664 36.47
12 36 57.07 +62 15 11.2 36.24 1.10  1.16  1.00 36.22  6184 36.35
12 36 57.30 +62 10 26.1 36.34 1.84  1.92  1.84 36.30  5459 36.52
12 36 57.70 +62 10 40.9 37.25 3.14  0.75  3.65 37.44  9231 37.44
12 36 58.52 +62 15 53.3 35.67 3.75 -0.34  2.10 35.49  8619 35.57
12 37 00.16 +62 16 15.1 36.61 1.06  1.10  1.04 36.60  6556 36.60
12 37 00.42 +62 10 01.6 36.24 0.74  1.04  0.68 36.21  6253 36.28
12 37 00.90 +62 10 28.4 36.31 2.80  0.98  1.50 36.08  5429 36.22
12 37 01.11 +62 14 26.0 36.32 0.80  0.98  0.70 36.31  6565 36.41
12 37 02.24 +62 10 33.0 35.23 2.51  0.06  1.33 35.13  7636 35.15
12 37 02.53 +62 11 05.3 36.37 0.13 -0.09  0.41 36.48 12724 36.48
12 37 04.25 +62 09 59.7 35.69 2.84 -0.30  1.93 35.63 10928 35.68
12 37 04.27 +62 10 29.9 35.67 2.05 -0.02  1.49 35.64  8218 35.62
12 37 06.04 +62 13 40.4 36.21 2.19 -0.25  1.96 36.20  9040 36.15
12 37 06.33 +62 10 57.4 36.27 0.96  0.66  0.93 36.29  8017 36.38
12 37 06.83 +62 10 06.6 36.56 0.82  1.12  0.82 36.55  6209 36.67
12 37 09.64 +62 11 19.4 36.66 1.23  1.41  1.22 36.64  5581 36.64
12 37 10.54 +62 11 16.3 36.12 0.62  0.37  0.62 36.15  9395 36.30
12 37 11.14 +62 12 57.0 35.61 0.37  1.15  0.37 35.60  6021 35.70
12 37 12.15 +62 11 44.2 36.49 1.74  0.90  1.61 36.49  6268 36.50
