# wave    I1          I2         I3         I4
#
6934.33 0.0002054 8.439e-05 0.000173636 9.03715e-05
6941.44 0.000139304 0.000172223 0.000207118 0.000144063
6948.56 8.15272e-05 0.000115516 0.000202065 7.65208e-05
6955.67 0.000184928 0.000143029 9.71037e-05 0.00013453
6962.78 0.000150432 0.000104456 0.000189253 0.000180506
6969.89 0.000239671 9.06495e-05 0.000110592 0.000130861
6977 0.000109726 8.99428e-05 0.00017426 0.000134937
6984.11 0.00016923 0.000214832 0.00014094 9.02719e-05
6991.22 0.000143509 0.000198474 9.15735e-05 8.35468e-05
6998.34 0.000145788 0.000106949 0.000103263 0.000204903
7005.45 7.02412e-05 0.000200725 8.10032e-05 0.000111195
7012.56 4.59566e-05 8.06498e-05 8.56556e-05 5.62976e-05
7019.67 6.91263e-05 0.000124546 3.7309e-05 9.95388e-05
7026.78 0.000218818 9.87889e-05 0.000250215 0.000244489
7033.89 0.000161715 8.38125e-05 0.000176505 0.000186775
7041.01 0.000201319 9.66907e-05 0.000228994 0.000194814
7048.12 0.000163213 8.30823e-05 0.000143893 0.000165473
7055.23 0.000196682 0.000127823 0.000240144 0.000110752
7062.34 8.99747e-05 0.00022981 0.000275868 0.000171201
7069.45 8.03789e-05 0.000224858 0.00026162 0.000294936
7076.56 0.000183567 0.000197862 0.000402817 0.00025975
7083.67 7.89941e-05 0.000230935 0.000346758 0.000479537
7090.79 0.000225305 0.000257243 0.000590908 0.000517779
7097.9 0.000321815 0.000573083 0.000815524 0.000716106
7105.01 0.000373588 0.000804203 0.00122067 0.000970454
7112.12 0.00047165 0.00101994 0.0014572 0.00129047
7119.23 0.00083433 0.00139329 0.00197199 0.00170022
7126.34 0.00085812 0.00182016 0.00273961 0.00238107
7133.45 0.00118498 0.00240378 0.00328311 0.00301405
7140.57 0.00157461 0.00333361 0.00439852 0.00393067
7147.68 0.0021615 0.00421638 0.00560479 0.00533174
7154.79 0.00309542 0.00538007 0.00698032 0.00657253
7161.9 0.00420267 0.00674908 0.0089427 0.00823013
7169.01 0.00514577 0.00838062 0.0110242 0.0105661
7176.12 0.00641298 0.0107072 0.0135856 0.0135054
7183.24 0.00828875 0.0135412 0.0166367 0.0165389
7190.35 0.0103133 0.016749 0.0198238 0.0195316
7197.46 0.0129011 0.0199967 0.0231044 0.0228943
7204.57 0.016336 0.0230802 0.0271525 0.0273188
7211.68 0.0199832 0.0272212 0.0289281 0.0286409
7218.79 0.0232964 0.0295231 0.0362668 0.037218
7225.9 0.0264009 0.0373114 0.0432519 0.0453388
7233.02 0.030402 0.0447947 0.0498334 0.0531261
7240.13 0.0353713 0.0518809 0.0561459 0.0604668
7247.24 0.042994 0.0587054 0.0620667 0.0674352
7254.35 0.0502843 0.0652222 0.067762 0.0741429
7261.46 0.0572535 0.0713508 0.0731718 0.0804188
7268.57 0.0639122 0.0772769 0.0782065 0.086478
7275.69 0.0702619 0.082821 0.0830745 0.092115
7282.8 0.0763302 0.0881986 0.0875783 0.0975758
7289.91 0.0821187 0.0933204 0.0919505 0.102624
7297.02 0.0876372 0.0980697 0.0959687 0.107393
7304.13 0.0928949 0.102702 0.0998877 0.11204
7311.24 0.0979012 0.106967 0.103598 0.11629
7318.35 0.102665 0.111146 0.106968 0.120451
7325.47 0.107194 0.115113 0.110282 0.124224
7332.58 0.111498 0.118724 0.113414 0.127771
7339.69 0.115599 0.122288 0.11622 0.131275
7346.8 0.119476 0.125664 0.119008 0.134404
7353.91 0.123152 0.128693 0.121478 0.137516
7361.02 0.126633 0.131712 0.123952 0.140262
7368.13 0.129926 0.13439 0.126283 0.143017
7375.25 0.133244 0.137304 0.128584 0.145662
7382.36 0.136439 0.140146 0.13102 0.148427
7389.47 0.139467 0.142656 0.133331 0.150842
7396.58 0.142354 0.145209 0.135346 0.153107
7403.69 0.145069 0.147627 0.137425 0.155435
7410.8 0.147655 0.149722 0.139396 0.157425
7417.92 0.15008 0.151886 0.14108 0.159496
7425.03 0.152389 0.153932 0.142851 0.161235
7432.14 0.154547 0.155663 0.144529 0.163073
7439.25 0.1566 0.157486 0.145928 0.164586
7446.36 0.158513 0.158999 0.147434 0.166213
7453.47 0.160332 0.160619 0.148861 0.167521
7460.58 0.16204 0.162146 0.150014 0.168733
7467.7 0.163622 0.163369 0.151293 0.17008
7474.81 0.165124 0.164718 0.152505 0.171117
7481.92 0.166529 0.165769 0.153448 0.172302
7489.03 0.167843 0.166958 0.154534 0.173182
7496.14 0.169046 0.168074 0.155561 0.174221
7503.25 0.170186 0.168897 0.156325 0.17496
7510.37 0.171246 0.169874 0.157245 0.175868
7517.48 0.17223 0.170563 0.158115 0.176481
7524.59 0.17314 0.171415 0.158727 0.177273
7531.7 0.17398 0.17221 0.159505 0.177774
7538.81 0.174754 0.172722 0.160242 0.178462
7545.92 0.175465 0.173411 0.160723 0.178864
7553.03 0.176115 0.17382 0.161382 0.17946
7560.15 0.176709 0.174413 0.162005 0.179774
7567.26 0.177271 0.174962 0.162595 0.180289
7574.37 0.177759 0.175238 0.162933 0.180526
7581.48 0.178197 0.175706 0.163459 0.18097
7588.59 0.17859 0.175904 0.163958 0.181139
7595.7 0.178962 0.176301 0.164207 0.181521
7602.81 0.179269 0.176431 0.164652 0.18163
7609.93 0.179536 0.176764 0.165073 0.181958
7617.04 0.179791 0.177069 0.165247 0.182016
7624.15 0.179987 0.17711 0.165623 0.182297
7631.26 0.179716 0.17681 0.165295 0.181705
7638.37 0.179328 0.176173 0.164852 0.181256
7645.48 0.178933 0.175749 0.164166 0.180543
7652.6 0.178511 0.175069 0.163684 0.180057
7659.71 0.178038 0.174603 0.163183 0.179311
7666.82 0.177565 0.174118 0.162444 0.178793
7673.93 0.177068 0.173382 0.16191 0.17802
7681.04 0.176527 0.172862 0.16136 0.177475
7688.15 0.175989 0.172095 0.160795 0.176678
7695.26 0.175432 0.171546 0.159996 0.17611
7702.38 0.174857 0.170754 0.159404 0.175293
7709.49 0.174267 0.17018 0.158798 0.174706
7716.6 0.173662 0.169366 0.157963 0.174111
7723.71 0.173042 0.16877 0.157333 0.173271
7730.82 0.17241 0.167938 0.156692 0.172662
7737.93 0.171766 0.167324 0.15604 0.171811
7745.05 0.171112 0.166702 0.155163 0.17119
7752.16 0.170448 0.165849 0.154491 0.17033
7759.27 0.169774 0.165214 0.15381 0.1697
7766.38 0.169093 0.16435 0.15312 0.168834
7773.49 0.168404 0.163703 0.15221 0.168196
7780.6 0.167732 0.162831 0.151503 0.167556
7787.71 0.167031 0.162177 0.150788 0.166683
7794.83 0.166325 0.161299 0.149857 0.166038
7801.94 0.165636 0.160637 0.149128 0.165163
7809.05 0.164921 0.159973 0.148392 0.164514
7816.16 0.164225 0.159089 0.147649 0.163864
7823.27 0.163504 0.15842 0.146695 0.162988
7830.38 0.162803 0.157535 0.145941 0.162336
7837.49 0.162077 0.156864 0.14518 0.16146
7844.61 0.161372 0.155978 0.144212 0.160807
7851.72 0.160665 0.155305 0.143441 0.160154
7858.83 0.159936 0.15442 0.142665 0.15928
7865.94 0.159227 0.153746 0.141884 0.158626
7873.05 0.158519 0.153072 0.140901 0.157754
7880.16 0.157817 0.152197 0.14012 0.15711
7887.28 0.157376 0.151846 0.139729 0.156811
7894.39 0.156937 0.151289 0.139139 0.156296
7901.5 0.156477 0.15094 0.138743 0.156
7908.61 0.156041 0.150386 0.138343 0.155705
7915.72 0.155605 0.150041 0.137942 0.155194
7922.83 0.155193 0.149697 0.137344 0.154902
7929.94 0.154761 0.149149 0.136938 0.154395
7937.06 0.15433 0.148808 0.136531 0.154105
7944.17 0.153902 0.148264 0.135929 0.153816
7951.28 0.153476 0.147927 0.135518 0.153314
7958.39 0.153072 0.147591 0.135106 0.153027
7965.5 0.15265 0.147053 0.134693 0.152742
7972.61 0.152229 0.146721 0.134088 0.152243
7979.73 0.151832 0.146188 0.133673 0.15196
7986.84 0.151416 0.145859 0.133258 0.151678
7993.95 0.151023 0.14533 0.132652 0.151183
8001.06 0.15061 0.145004 0.132236 0.150902
8008.17 0.150221 0.14468 0.13182 0.150622
8015.28 0.149812 0.144156 0.131215 0.150131
8022.39 0.149426 0.143835 0.130798 0.149852
8029.51 0.149042 0.143515 0.130382 0.149573
8036.62 0.148639 0.142997 0.129966 0.149295
8043.73 0.148257 0.142679 0.129364 0.148806
8050.84 0.147878 0.142164 0.128948 0.148528
8057.95 0.147499 0.141849 0.128534 0.148251
8065.06 0.147122 0.141535 0.127935 0.147763
8072.17 0.146745 0.141023 0.127522 0.147485
8079.29 0.14637 0.14071 0.12711 0.147207
8086.4 0.145995 0.140398 0.126516 0.146719
8093.51 0.145621 0.13989 0.126107 0.14644
8100.62 0.145248 0.139578 0.125699 0.146161
8107.73 0.144875 0.139268 0.12511 0.14588
8114.84 0.144502 0.138761 0.124705 0.145391
8121.96 0.144129 0.138451 0.124301 0.145109
8129.07 0.143756 0.137945 0.123718 0.144826
8136.18 0.143403 0.137635 0.123318 0.144542
8143.29 0.143029 0.137324 0.122919 0.14405
8150.4 0.142655 0.136819 0.122343 0.143764
8157.51 0.1423 0.136507 0.121949 0.143476
8164.62 0.141924 0.136195 0.121556 0.143186
8171.74 0.141547 0.135689 0.120987 0.142689
8178.85 0.141189 0.135376 0.120599 0.142396
8185.96 0.140809 0.135062 0.120212 0.142102
8193.07 0.140448 0.134555 0.119651 0.141805
8200.18 0.140065 0.134238 0.119269 0.141302
8207.29 0.139701 0.133921 0.118889 0.141001
8214.41 0.139314 0.133602 0.118337 0.140698
8221.52 0.138946 0.133092 0.117961 0.140393
8228.63 0.138555 0.13277 0.117588 0.139882
8235.74 0.138181 0.132447 0.117044 0.139572
8242.85 0.137805 0.131934 0.116675 0.139259
8249.96 0.137407 0.131608 0.116309 0.138944
8257.07 0.137026 0.13128 0.115773 0.138424
8264.19 0.136641 0.130762 0.115412 0.138103
8271.3 0.136234 0.130431 0.115052 0.13778
8278.41 0.135844 0.130097 0.114525 0.137454
8285.52 0.13545 0.129575 0.114171 0.137124
8292.63 0.135053 0.129238 0.113818 0.136591
8299.74 0.134633 0.128899 0.113299 0.136255
8306.85 0.134229 0.128557 0.112952 0.135917
8313.97 0.133822 0.128028 0.112606 0.135575
8321.08 0.13341 0.127682 0.112095 0.13503
8328.19 0.132996 0.127335 0.111754 0.134682
8335.3 0.132577 0.1268 0.111415 0.13433
