# Units:
#  "lambda" is in Angstroms
#  "pass" is the contribution to the detector signal per photon
#         entering the atmosphere of Earth (for airmass 1.3)
#  "pass_1_[069]" are the contribution to the signal for airmasses
#         1.0, 1.6, and 1.9 respectively
# 
# Bandpass Name(s): r
# 
# Instrument: SDSS telescope at APO Column 1
# 
# Determined by: Jim Gunn, Mamoru Doi, Daniel Eisenstein
# 
# Date of determination: 2001-12-18
# 
# Meaning of/Reason for default column: 1.3 airmass; SDSS magnitudes are
#   calibrated to this airmass
# 
# Notes:
# 
#  Keep in mind that SDSS pipelines are output in the MAYBE magnitude 
#  system, which is currently (2002-08-19) thought to be related to
#  the AB magnitude system by the offsets:
# 
#    u(AB,2.5m) = u(MAYBE,2.5m) - 0.042
#    g(AB,2.5m) = g(MAYBE,2.5m) + 0.036
#    r(AB,2.5m) = r(MAYBE,2.5m) + 0.015
#    i(AB,2.5m) = i(MAYBE,2.5m) + 0.013
#    z(AB,2.5m) = z(MAYBE,2.5m) - 0.002
# 
#  See sdss-general/2486 or contact David W. Hogg for details.
# 
#  The following notes come from Jim Gunn:
# 
#    These files are the response functions as measured by Mamoru Jan 2001,
#    interpolated to fill in the sharp corner near the red cutoff using model
#    filters and then splined to a standard wavelengh set, shared by all of
#    the files in this set of response functions for all the telescopes.
#  
#    The files indexed 0 are the response functions averaged over the six
#    columns of the camera.
#    
#    The file sdssav.lis is a list of magnitudes (V=0) and colors for these
#    (average) response functions at 1.3 airmasses run against the
#    Gunn-Stryker spectrophotometric atlas stars and the AB95 standards. 
#    These are AB magnitudes, note, not whatever system we will come up with. 
#    To transform from USNO magnitudes to a natural SDSS AB system, the
#    best-guess transformations as of this writing are
#  
#    u_AB = u' - 0.04 - 0.003*(u'-g')
#    
#    g_AB = g'        + 0.069*(g'-r') 
#    
#    r_AB = r'        + 0.038*(r'-i') 
#    
#    i_AB = i'        + 0.049*(r'-i')
#    
#    z_AB = z' - 0.01 + 0.011*(i'-z')
#    
#    but these are based ENTIRELY on calculations, and should be much better
#    determined by observations shortly.
#    
#    jeg011218
# 
| lambda | vacuum_pass | pass_1_0 |    pass | pass_1_6 | pass_1_9 |
| 6580.0 |      0.6982 |   0.4975 |  0.4883 |   0.4793 |   0.4704 |
| 6630.0 |      0.6836 |   0.4856 |  0.4764 |   0.4674 |   0.4585 |
| 6680.0 |      0.6021 |   0.4255 |   0.417 |   0.4086 |   0.4005 |
| 6730.0 |      0.4536 |   0.3206 |  0.3144 |   0.3083 |   0.3023 |
| 6780.0 |      0.2673 |   0.1911 |  0.1881 |   0.1852 |   0.1823 |
| 6830.0 |      0.1098 |    0.077 |  0.0755 |   0.0739 |   0.0724 |
| 6880.0 |       0.036 |    0.024 |  0.0231 |   0.0223 |   0.0215 |
| 6930.0 |      0.0163 |   0.0111 |  0.0108 |   0.0105 |   0.0102 |
| 6980.0 |      0.0086 |   0.0061 |   0.006 |   0.0059 |   0.0058 |
| 7030.0 |       0.004 |   0.0029 |  0.0028 |   0.0028 |   0.0028 |
| 7080.0 |      0.0021 |   0.0015 |  0.0015 |   0.0015 |   0.0015 |
| 7130.0 |      0.0014 |    0.001 |   0.001 |    0.001 |    0.001 |
| 7180.0 |      0.0006 |   0.0004 |  0.0004 |   0.0004 |   0.0004 |
| 7230.0 |         0.0 |      0.0 |     0.0 |      0.0 |      0.0 |
