12 36 38.43  62 12 31.20 22.87 0.944  3  A  l96     
12 36 38.61  62 12 33.80 24.04 0.904  9  A  cal     
12 36 38.99  62 12 19.70 22.14 0.609  1  EI c96,haw 
12 36 39.60  62 12 30.20 24.40 0.943  7  EQ cal     
12 36 40.02  62 12  7.3  22.75 1.015  4  E  c96     
12 36 40.22  62 12 43.0  21.76 0.000  1  M  cal,haw 
12 36 40.85  62 12  3.1  23.49 1.010  4  E  c96     
12 36 40.94  62 12  5.3  22.94 0.882  9  A  c96     
12 36 41.24  62 12  2.9  23.94 3.220  1  AE s96,haw 
12 36 41.34  62 11 40.8  21.91 0.585  1  I  l96,cal 
12 36 41.43  62 11 42.5  23.51 0.548  3  A  cal     
12 36 41.62  62 12  0.5  25.03 0.483  1  E  l96     
12 36 41.62  62 11 31.7  19.36 0.089  1  EI c96     
12 36 41.70  62 12 38.7  24.32 2.591  1  AE s96,haw 
12 36 41.95  62 12  5.4  20.82 0.432  1  I  c96     
12 36 42.93  62 12 16.4  20.51 0.454  1  I  c96,haw 
12 36 43.16  62 12 42.2  22.34 0.849  1  A  c96,haw 
12 36 43.21  62 11 48.1  23.10 1.010  1  I  cal,st0 
12 36 43.42  62 11 51.4  23.00 1.242  4  E  cal,haw 
12 36 43.61  62 12 18.1  22.56 0.752  1  EI c96,haw 
12 36 43.81  62 11 42.9  21.26 0.765  1  A  c96,haw 
12 36 43.97  62 12 50.1  20.84 0.557  1  EI c96,haw 
12 36 44.07  62 14  9.8  24.26 2.267  2  AE l96     
12 36 44.10  62 13 10.7  23.84 2.929   ? X  s96     
12 36 44.19  62 12 40.3  23.39 0.875  4  E  cal,haw 
12 36 44.20  62 12 47.8  21.40 0.555  1  E  c96     
12 36 44.38  62 11 33.2  21.96 1.050  2  A  c96     
12 36 44.49  62 11 42.3  24.30 1.020  1  E  l96     
12 36 44.64  62 12 27.4  23.66 2.500  2  EA c96,haw     d
12 36 44.83  62 12  0.1  22.85 0.457  1  EI cal     
12 36 45.01  62 12 39.6  24.53 1.225  4  E  st0     
12 36 45.03  62 12 51.0  24.37 2.801  3  A  haw     
12 36 45.36  62 11 53.5  22.53 2.799  1  A  s96,cal 
